Table Name,Error, Number of Records Exported ,Exported Filename,Export Datetime,Time Taken,Destination Table Name, Number of Records Imported ,Error Message,
/home/sdev/ROOT/Other Products,No,66591,Others_Product Detail_Oct-2023_Others.csv,5/6/2024 10:47,-6.30E-05,prd_dynamics_product_detail,66591,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_Product/Others
/home/sdev/ROOT/Other Products,No,65930,Others_Product Detail_Sep-2023_Others.csv,5/6/2024 10:48,-5.20E-05,prd_dynamics_product_detail,65930,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_Product/Others
/home/sdev/ROOT/Other Products,No,27549,OThers_Active Order line - Other_Aug-2023_Others.csv,5/6/2024 10:49,-6.60E-05,prd_dynamics_active_order_line,0,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL/Others
/home/sdev/ROOT/Other Products,No,29338,OThers_Active Order line - Other_Feb-2024_Others.csv,5/6/2024 10:51,-6.30E-05,prd_dynamics_active_order_line,0,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL/Others
/home/sdev/ROOT/Other Products,No,10672,OThers_Active Order line - Other_Jan-2024_Others.csv,5/6/2024 10:52,-4.90E-05,prd_dynamics_active_order_line,0,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL/Others
/home/sdev/ROOT/Other Products,No,24886,OThers_Active Order line - Other_May-2023_Others.csv,5/6/2024 10:53,-5.00E-05,prd_dynamics_active_order_line,0,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL/Others
/home/sdev/ROOT/Other Products,No,10044,OThers_Active Order line - Other_Nov-2023_Others.csv,5/6/2024 10:54,-5.30E-05,prd_dynamics_active_order_line,0,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL/Others
/home/sdev/ROOT/Other Products,No,10079,OThers_Active Order line - Other_Oct-2023_Others.csv,5/6/2024 10:54,-4.80E-05,prd_dynamics_active_order_line,0,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL/Others
/home/sdev/ROOT/Other Products,No,9949,OThers_Active Order line - Other_Sep-2023_Others.csv,5/6/2024 10:54,-6.60E-05,prd_dynamics_active_order_line,0,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL/Others
,,,OThers_Active Order line - Other_Apr-2023_Others.xlsx,,,,,,
,,,Others_Product Detail_Aug-2023_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Apr-2024_Others.xlsx,,,,,,
,,,Others_Product Detail_Dec-2022_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Aug-2023_Others.xlsx,,,,,,
,,,Others_Product Detail_Feb-2023_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Dec-2022_Others.xlsx,,,,,,
,,,Others_Product Detail_Feb-2024_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Feb-2023_Others.xlsx,,,,,,
,,,Others_Product Detail_Jan-2023_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Feb-2024_Others.xlsx,,,,,,
,,,Others_Product Detail_Jan-2024_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Jan-2023_Others.xlsx,,,,,,
,,,Others_Product Detail_Jun-2022_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Jan-2024_Others.xlsx,,,,,,
,,,Others_Product Detail_Mar-2023_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Jun-2022_Others.xlsx,,,,,,
,,,Others_Product Detail_May-2023_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Mar-2023_Others.xlsx,,,,,,
,,,Others_Product Detail_Nov-2022_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_May-2023_Others.xlsx,,,,,,
,,,Others_Product Detail_Nov-2023_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Nov-2022_Others.xlsx,,,,,,
,,,Others_Product Detail_Oct-2022_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Nov-2023_Others.xlsx,,,,,,
,,,Others_Product Detail_Oct-2023_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Oct-2023_Others.xlsx,,,,,,
,,,Others_Product Detail_Sep-2023_Others.xlsx,,,,,,
,,,OThers_Active Order line - Other_Sep-2023_Others.xlsx,,,,,,
,,,Raqib_Feature_May-2023.xlsx,,,,,,
,,,Others_Product Detail_Apr-2023_Others.xlsx,,,,,,
,,,Raqib_StorageMay-2023.XLSX,,,,,,
,,,12876 Others_Product Detail_Apr-2024_Others.xlsx,,,,,,
Row_Data,No,2789,Row_Data_May-2024.csv,5/6/2024 17:55,-3.90E-05,PRD_ACTIVEDIA,2789,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,433,Row_Data_May-2024.csv,5/6/2024 17:55,-4.30E-05,PRD_ACTIVESHABIK,433,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,67,Row_Data_May-2024.csv,5/6/2024 17:55,-5.50E-05,PRD_ACTIVESHABIK,67,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,1547,Row_Data_May-2024.csv,5/6/2024 17:55,-4.00E-05,PRD_ACTIVESHABIK,0,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,5320,Row_Data_May-2024.csv,5/6/2024 17:55,-5.70E-05,PRD_ACTIVEVSAT,5320,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
Row_Data,No,23811,Row_Data_May-2024.csv,5/6/2024 17:56,-0.000132,PRD_ACTIVEMRS,23810,,/u01/RA_OPS/Test_New_Loader/Final/PRD_ACTIVEMRS
Row_Data,No,245,Row_Data_May-2024.csv,5/6/2024 17:56,-5.50E-05,PRD_ACTIVECLOUDCONNECTIVITY,245,,/u01/RA_OPS/Test_New_Loader/Final/ACTIVEDIA
/home/sdev/ROOT/ERP/STCS Customer Revenue Assurance Report,No,3027,STCS Customer Revenue Assurance Report_02-Apr-2024.csv,5/7/2024 10:26,-3.10E-05,prd_erp,3027,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_AR_Invoice_with_original_amount_report
/home/sdev/ROOT/ERP/STCS Customer Revenue Assurance Report,No,4067,STCS Customer Revenue Assurance Report_02-Mar-2024.csv,5/7/2024 10:26,-4.20E-05,prd_erp,4067,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_AR_Invoice_with_original_amount_report
stc_marketplace_service_management_plan,No,3743,stc_marketplace_service_management_plan-2024_04_19.csv,5/7/2024 10:58,-7.10E-05,A_PLAN,3743,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_subscription_subscription,No,12773,stc_marketplace_subscription_subscription-2024_04_19.csv,5/7/2024 11:59,-8.70E-05,A_SUBSCRIPTION_SUBSCRIPTION,12773,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
ERP_FC_Data_Dashboard,No,5298,ERP_FC_Data_Dashboard_May-2024.csv,5/9/2024 15:13,-3.50E-05,PRD_PROJECTS_FINANCIAL_L1,5298,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Project_Revenue_and_Cost_Report
RA_ERP_FC_L3_DATA_DASHBOARD,No,14942,RA_ERP_FC_L3_DATA_DASHBOARD_May-2024.csv,5/9/2024 15:13,-5.30E-05,PRD_PROJECTS_FINANCIAL_L3_NEW,14942,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Project_Revenue_and_Cost_for_L3_Report
STCS_REVENUE_ASSURANCE_GL,No,1852,STCS_REVENUE_ASSURANCE_GL_May-2024.csv,5/9/2024 15:13,-4.60E-05,PRD_STCS_REVENUE_GL,1852,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Revenue_Assurance_GL_Report
stc_marketplace_customers_deal,No,1705,stc_marketplace_customers_deal-2024_05_03.csv,5/9/2024 15:33,-8.50E-05,a_deals,1705,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_pricelist,No,16227,stc_marketplace_service_management_pricelist-2024_05_03.csv,5/9/2024 15:35,-6.10E-05,A_PRICE_LIST,16227,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_accounts_account,No,9311,stc_marketplace_accounts_account-2024_05_03.csv,5/9/2024 15:35,-3.00E-05,A_ACCOUNTS,9311,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_customers_dealcustomservice,No,1161,stc_marketplace_customers_dealcustomservice-2024_05_03.csv,5/9/2024 15:35,-3.30E-05,A_CUSTOMERS_DEAL_CUSTOM_SERVICE,1161,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_flavor_translation,No,6794,stc_marketplace_service_management_flavor_translation-2024_05_03.csv,5/9/2024 15:35,-9.70E-05,A_FLAVOR_TRANSLATION,6794,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
invoice_items_kb,No,2954428,invoice_items_kb-2024_05_03.csv,5/9/2024 15:57,-0.000103,A_KILLBILL_INVOICES_ITEMS,2954428,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_phase,No,8710,stc_marketplace_service_management_phase-2024_05_03.csv,5/9/2024 15:57,-7.00E-05,a_phase,8710,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_phaseprice,No,13617,stc_marketplace_service_management_phaseprice-2024_05_03.csv,5/9/2024 15:57,-6.70E-05,A_PHASE_PRICE,13617,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_flavor,No,6381,stc_marketplace_service_management_flavor-2024_05_03.csv,5/9/2024 15:57,-4.10E-05,A_FLAVOR,6381,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_plan,No,3743,stc_marketplace_service_management_plan-2024_05_03.csv,5/9/2024 15:58,-7.40E-05,A_PLAN,3743,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_plan_translation,No,4390,stc_marketplace_service_management_plan_translation-2024_05_03.csv,5/9/2024 15:58,-3.70E-05,A_PLAN_TRANSLATION,4390,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_planprice,No,8653,stc_marketplace_service_management_planprice-2024_05_03.csv,5/9/2024 15:58,-6.70E-05,A_PLAN_PRICE,8653,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_product,No,510,stc_marketplace_service_management_product-2024_05_03.csv,5/9/2024 15:58,-7.70E-05,A_PRODUCT,510,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_product_translation,No,594,stc_marketplace_service_management_product_translation-2024_05_03.csv,5/9/2024 15:58,-7.60E-05,A_PRODUCT_TRANS,594,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitem,No,943,stc_marketplace_service_management_quantifiableitem-2024_05_03.csv,5/9/2024 15:58,-7.50E-05,A_QUANTIFIABLE_ITEM,943,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitem_translation,No,984,stc_marketplace_service_management_quantifiableitem_translation-2024_05_03.csv,5/9/2024 15:58,-3.60E-05,A_QUANTIFIABLE_ITEM_TRANSLATION,984,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_service,No,804,stc_marketplace_service_management_service-2024_05_03.csv,5/9/2024 15:58,-3.90E-05,A_SERVICE,804,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item_units,No,310,stc_marketplace_service_management_item_units-2024_05_03.csv,5/9/2024 15:58,-5.20E-05,A_SERVICE_ITEM_UNIT,310,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item,No,4081,stc_marketplace_service_management_item-2024_05_03.csv,5/9/2024 15:59,-4.90E-05,A_SERVICE_ITEM,4081,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_service_translation,No,926,stc_marketplace_service_management_service_translation-2024_05_03.csv,5/9/2024 15:59,-4.10E-05,A_SERVICE_TRANSLATION,925,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
killbill_subscriptions,No,11378,killbill_subscriptions-2024_05_03.csv,5/9/2024 15:59,-4.60E-05,KILLBILL_SUBSCRIPTIONS,11378,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
invoice_items_kb,No,2954428,invoice_items_kb-2024_05_03.csv,5/9/2024 16:21,-0.000237,PRD_CLOUD_KILLBILL_INVOICE_ITEMS,2954428,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_quantifiableitemprice,No,2510,stc_marketplace_service_management_quantifiableitemprice-2024_05_03.csv,5/9/2024 16:22,-6.50E-05,A_QUANTIFIABLE_ITEM_PRICE,2510,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_planitem,No,8659,stc_marketplace_service_management_planitem-2024_05_03.csv,5/9/2024 16:22,-6.80E-05,A_PLAN_TO_ITEM_MAPPING,8659,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_item_translation,No,4592,stc_marketplace_service_management_item_translation-2024_05_03.csv,5/9/2024 16:22,-4.40E-05,A_PLAN_ITEM_TRANSLATION,4592,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_customers_servicecommitment,No,416,stc_marketplace_customers_servicecommitment-2024_05_03.csv,5/9/2024 16:22,-7.30E-05,CUSTOMERS_SERVICE_COMMITMENT,416,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
ombilling_instance_image,No,404738,ombilling_instance_image-2024_05_03.csv,5/9/2024 16:24,-7.20E-05,PRD_VDC_FIN_INSATNCE_IMAGE,404738,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
ombilling_slug_mapping,No,631,ombilling_slug_mapping-2024_05_03.csv,5/9/2024 16:24,-5.30E-05,PRD_VDC_FIN_SLUG_MAPPING,631,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
killbill_accounts,No,6356,killbill_accounts-2024_05_03.csv,5/9/2024 16:24,-4.30E-05,KILLBILL_ACCOUNTS,1845,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
killbill_invoices,No,69401,killbill_invoices-2024_05_03.csv,5/9/2024 16:25,-0.00011,A_KILLBILL_INVOICES,69401,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_events_event,No,53705,stc_marketplace_events_event-2024_05_03.csv,5/9/2024 16:25,-5.00E-05,PRD_CLOUDEVENT_LOG,53705,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_account,No,2109,stc_account-2024_05_03.csv,5/9/2024 16:25,-7.00E-05,STCS_STC_SERVICES_DB_PUBLIC_STC_ACCOUNT,2109,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_invoice_item,No,207726,stc_invoice_item-2024_05_03.csv,5/9/2024 16:26,-5.00E-05,STC_SERVICES_DB_PUBLIC_INVOICE_ITEM,207726,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
"   stc_cdr x
full join
    (
 select
  cdr_id,
  invoice_item_id,
  ""Source_File"" as source_file2
 from
  stc_cdr_invoices) a
on
 x.id = a.cdr_id
 and
    SUBSTRING(x.Source_File,
 9,
 10) = SUBSTRING(a.source_file2,
 18,
 10)",No,1083768,stc_cdr-2024_05_03.csv,5/9/2024 16:31,-3.70E-05,A_STC_CDR_INVOICES,1083768,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_subscription_subscription,No,12824,stc_marketplace_subscription_subscription-2024_05_03.csv,5/9/2024 16:32,-3.00E-05,A_SUBSCRIPTION_SUBSCRIPTION,12824,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
modar_usage,No,182,modar_usage-2024_05_03.csv,5/9/2024 16:32,-6.30E-05,A_MODAR_USAGE,182,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
sddc_usage,No,182,sddc_usage-2024_05_03.csv,5/9/2024 16:32,-5.30E-05,A_SDDC_FLEX_USAGE,182,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
vcd_all_usages,No,1196593,vcd_all_usages-2024_05_03.csv,5/9/2024 16:37,-0.000112,A_VCD_ALL_USAGES,1196593,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
instance,No,253965,instance-2024_05_03.csv,5/9/2024 16:38,-5.20E-05,PRD_VDC_FIN_INSTANCE,253965,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
volume,No,22613,volume-2024_05_03.csv,5/9/2024 16:38,-3.60E-05,PRD_VDC_FIN_VOLUME,22613,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
edge_gateway,No,153,edge_gateway-2024_05_03.csv,5/9/2024 16:39,-8.90E-05,PRD_EDGE_GATEWAY,153,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_service_management_flavoritem,No,4294,stc_marketplace_service_management_flavoritem-2024_05_03.csv,5/9/2024 16:39,-6.50E-05,STC_MP_service_management_flavoritem,4294,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
cs_orders,No,279,cs_orders-2024_05_03.csv,5/9/2024 16:39,-3.90E-05,CS_ORDERS,35,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_subscription_subscriptionquantifiableinstallmen,No,14,stc_marketplace_subscription_subscriptionquantifiableinstallmen-2024_05_03.csv,5/9/2024 16:39,-3.60E-05,MP_SUB_QUANTIFIABLE_INSTALLMENT,14,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
cs_resources,No,178,cs_resources-2024_05_03.csv,5/9/2024 16:39,-5.20E-05,CS_RESOURCES,178,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_accountmanagercredit,No,26,stc_marketplace_virtualcredit_accountmanagercredit-2024_05_03.csv,5/9/2024 16:39,-4.50E-05,MP_VIRTUALCREDIT_ACCOUNTMANAGERCREDIT,26,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_directcustomercredittransaction,No,56,stc_marketplace_virtualcredit_directcustomercredittransaction-2024_05_03.csv,5/9/2024 16:39,-5.50E-05,MP_VIRTUALCREDIT_DIRECTCUSTOMERCREDITTRANSACTION,55,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_customercredit,No,16,stc_marketplace_virtualcredit_customercredit-2024_05_03.csv,5/9/2024 16:39,-7.40E-05,MP_VIRTUALCREDIT_CUSTOMERCREDIT,16,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_virtualcredit_virtualcredit,No,51,stc_marketplace_virtualcredit_virtualcredit-2024_05_03.csv,5/9/2024 16:39,-6.20E-05,MP_VIRTUALCREDIT,51,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_vouchercreditpool,No,11,stc_marketplace_vouchers_vouchercreditpool-2024_05_03.csv,5/9/2024 16:39,-6.50E-05,MP_VOUCHERS_VOUCHERCREDITPOOL,11,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_vouchertransaction,No,5,stc_marketplace_vouchers_vouchertransaction-2024_05_03.csv,5/9/2024 16:39,-2.90E-05,MP_VOUCHERTRANSACTION,5,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_voucher_services,No,11,stc_marketplace_vouchers_voucher_services-2024_05_03.csv,5/9/2024 16:39,-7.20E-05,MP_VOUCHER_SERVICES,11,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_vouchers_voucher,No,6,stc_marketplace_vouchers_voucher-2024_05_03.csv,5/9/2024 16:39,-4.00E-05,MP_VOUCHER,6,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
RA_CUSTOMER_REVENUE_ASSURANCE,No,3021,RA_CUSTOMER_REVENUE_ASSURANCE_Jun-2024.csv,6/3/2024 9:56,-4.10E-05,prd_erp,3021,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Customer_Revenue_Assurance_Report
/home/sdev/ROOT/Granite/DIA,No,34774,DIAL_May-2024.csv,6/3/2024 10:23,-2.60E-05,PRD_GRANITE,34774,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/DIA,No,17411,DIASMW_May-2024.csv,6/3/2024 10:24,-5.40E-05,PRD_GRANITE,17411,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/DIA,No,42703,DIAS_May-2024.csv,6/3/2024 10:24,-0.000117,PRD_GRANITE,42703,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/DIA,No,81066,DIA_May-2024.csv,6/3/2024 10:25,-7.20E-05,PRD_GRANITE,81066,,/u01/RA_OPS/Test_New_Loader/Final/GraniteDIA
/home/sdev/ROOT/Granite/VSAT,No,1373,SATIP_May-2024.csv,6/3/2024 10:25,-4.00E-05,PRD_GRANITE,1373,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,6674,SATNET_May-2024.csv,6/3/2024 10:25,-5.20E-05,PRD_GRANITE,6674,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/VSAT,No,982,SATPtP_May-2024.csv,6/3/2024 10:25,-3.30E-05,PRD_GRANITE,982,,/u01/RA_OPS/Test_New_Loader/Final/GraniteVSAT
/home/sdev/ROOT/Granite/MS,No,3226,MS_May-2024.csv,6/3/2024 10:25,-6.00E-05,PRD_GRANITE_MS,3226,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMS
/home/sdev/ROOT/ERP/STCS On-Hand Quantity Report,No,1149,STCS On-Hand Quantity Report_02-May-2024.csv,6/3/2024 10:28,-6.20E-05,PRD_STCS_ON_HAND_QTY_PROJECT,1149,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_On-Hand_Quantity_Report
/home/sdev/ROOT/ERP/STCS Project Advances Details Report,No,15,STCS Project Advances Details Report_02-May-2024.csv,6/3/2024 10:28,-2.90E-05,PRD_STCS_PROJECT_ADVANCES_DETAILS,15,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Project_Advances_Details_Report
/home/sdev/ROOT/Granite/MRS,No,5928,ATMMVPN_May-2024.csv,6/3/2024 10:58,-2.60E-05,PRD_GRANITE_MRS_FILES,5928,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,1224,BLS_May-2024.csv,6/3/2024 10:58,-3.20E-05,PRD_GRANITE_MRS_FILES,1224,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,2519,CBLSMW_May-2024.csv,6/3/2024 10:58,-3.50E-05,PRD_GRANITE_MRS_FILES,2519,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,5132,CBLS_May-2024.csv,6/3/2024 10:59,-7.10E-05,PRD_GRANITE_MRS_FILES,5132,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,28274,IPMW_May-2024.csv,6/3/2024 10:59,-5.90E-05,PRD_GRANITE_MRS_FILES,28274,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,214930,IP_May-2024.csv,6/3/2024 11:01,-3.20E-05,PRD_GRANITE_MRS_FILES,214930,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,42644,MDIA_May-2024.csv,6/3/2024 11:02,-3.70E-05,PRD_GRANITE_MRS_FILES,42644,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,1611,SKH_May-2024.csv,6/3/2024 11:02,-3.90E-05,PRD_GRANITE_MRS_FILES,1611,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/Granite/MRS,No,6183,SKY_May-2024.csv,6/3/2024 11:02,-3.60E-05,PRD_GRANITE_MRS_FILES,6183,,/u01/RA_OPS/Test_New_Loader/Final/GraniteMRS
/home/sdev/ROOT/ERP/STCS Customer Revenue Assurance Report,No,3454,STCS Customer Revenue Assurance Report_02-May-2024.csv,6/3/2024 11:28,-3.00E-05,prd_erp,3454,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Customer_Revenue_Assurance_Report
/home/sdev/ROOT/ERP/STCS PR Project Report,No,37576,STCS_PR_Project_Report_May-2024.csv,6/5/2024 10:31,-2.50E-05,PRD_STCS_PR_PROJECT_REPORT,37576,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_PR_Project_Report
/home/sdev/ROOT/ERP/STCS Move Orders Report,No,4161,STCS_Mover_Order_Report_May-2024.csv,6/5/2024 10:31,-2.70E-05,PRD_STCS_MOVER_ORDER_REPORT,4161,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_Move_Orders_Report
/home/sdev/ROOT/ERP/Invoices Without PO,No,47836,Invoices_without_PO_May-2024.csv,6/5/2024 10:32,-7.30E-05,PRD_INVOICES_WITHOUT_PO,47805,,/u01/RA_OPS/Test_New_Loader/Final/ERP/Invoices_Without_PO
/home/sdev/ROOT/ERP/STCS PO Outstanding Report,No,25266,STCS_PO_Outstanding_Report_May-2024.csv,6/5/2024 10:32,-3.30E-05,PRD_STCSPO_OUTSTAN_PROJECT_RET,25266,,/u01/RA_OPS/Test_New_Loader/Final/ERP/STCS_PO_Outstanding_Report
/home/sdev/ROOT/Dynamics,No,6910,Product Detail_May-2024.csv,6/6/2024 9:36,-5.00E-05,PRD_DYNAMICS_PRODUCT_DETADV,6910,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_Product
/home/sdev/ROOT/Dynamics,No,50246,All_Orders_May-2024.csv,6/6/2024 9:37,-4.50E-05,PRD_DYNAMICS_ALLORDERS,50246,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_All_Orders
/home/sdev/ROOT/Other Products,No,75173,Others_Product Detail_May-2024_Others.csv,6/6/2024 9:38,-4.80E-05,prd_dynamics_product_detail,75173,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_Product/Others
/home/sdev/ROOT/Other Products,No,31122,OThers_Active Order line - Other_May-2024_Others.csv,6/6/2024 9:39,-7.00E-05,prd_dynamics_active_order_line,31122,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL/Others
Order_Lines,No,2747,Order_Lines_Jun-2024.csv,6/10/2024 10:41,-2.50E-05,PRD_DYNAMICS_AOL,2746,,/u01/RA_OPS/Test_New_Loader/Final/Dynamic/Dynamic_AOL
stc_marketplace_service_management_pricelist,No,16506,stc_marketplace_service_management_pricelist-2024_06_07.csv,6/10/2024 10:42,-4.70E-05,A_PRICE_LIST,16506,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_accounts_account,No,9463,stc_marketplace_accounts_account-2024_06_07.csv,6/10/2024 10:42,-3.80E-05,A_ACCOUNTS,9463,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
stc_marketplace_customers_dealcustomservice,No,1169,stc_marketplace_customers_dealcustomservice-2024_06_07.csv,6/10/2024 10:42,-3.40E-05,A_CUSTOMERS_DEAL_CUSTOM_SERVICE,1169,,/u01/RA_OPS/Test_New_Loader/Final/Cloud
